"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.107","taurinus.sui-inter.net","TCP","66","57174  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2","0.008267","taurinus.sui-inter.net","192.168.1.107","TCP","66","443  >  57174 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"3","0.008390","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"4","0.009654","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","712","Client Hello (SNI=www.kbw.ch)"
"5","0.015936","taurinus.sui-inter.net","192.168.1.107","TCP","54","443  >  57174 [ACK] Seq=1 Ack=659 Win=30592 Len=0"
"6","0.018884","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"7","0.018884","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"8","0.018884","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","255","Application Data, Application Data"
"9","0.018970","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=659 Ack=3122 Win=262656 Len=0"
"10","0.127747","192.168.1.107","taurinus.sui-inter.net","TCP","66","57176  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"11","0.132952","taurinus.sui-inter.net","192.168.1.107","TCP","66","443  >  57176 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"12","0.133049","192.168.1.107","taurinus.sui-inter.net","TCP","54","57176  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"13","0.134478","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","712","Client Hello (SNI=www.kbw.ch)"
"14","0.140071","taurinus.sui-inter.net","192.168.1.107","TCP","54","443  >  57176 [ACK] Seq=1 Ack=659 Win=30592 Len=0"
"15","0.141950","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"16","0.141950","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"17","0.141950","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","255","Application Data, Application Data"
"18","0.142040","192.168.1.107","taurinus.sui-inter.net","TCP","54","57176  >  443 [ACK] Seq=659 Ack=3122 Win=262656 Len=0"
"19","0.236827","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","118","Change Cipher Spec, Application Data"
"20","0.237396","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","224","Application Data"
"21","0.242539","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","325","Application Data"
"22","0.242539","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","325","Application Data"
"23","0.242539","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","116","Application Data"
"24","0.242616","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=893 Ack=3726 Win=262144 Len=0"
"25","0.243097","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","85","Application Data"
"26","0.243139","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=893 Ack=3757 Win=262144 Len=0"
"27","0.243520","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","85","Application Data"
"28","0.274457","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","118","Change Cipher Spec, Application Data"
"29","0.275412","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","241","Application Data"
"30","0.279174","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","325","Application Data"
"31","0.279174","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","325","Application Data"
"32","0.279174","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","125","Application Data"
"33","0.279309","192.168.1.107","taurinus.sui-inter.net","TCP","54","57176  >  443 [ACK] Seq=910 Ack=3735 Win=262144 Len=0"
"34","0.280962","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","78","Application Data"
"35","0.281042","192.168.1.107","taurinus.sui-inter.net","TCP","54","57176  >  443 [FIN, ACK] Seq=934 Ack=3735 Win=262144 Len=0"
"36","0.285361","taurinus.sui-inter.net","192.168.1.107","TCP","54","443  >  57176 [FIN, ACK] Seq=3735 Ack=935 Win=31872 Len=0"
"37","0.285432","192.168.1.107","taurinus.sui-inter.net","TCP","54","57176  >  443 [ACK] Seq=935 Ack=3736 Win=262144 Len=0"
"38","0.290070","taurinus.sui-inter.net","192.168.1.107","TCP","54","443  >  57174 [ACK] Seq=3757 Ack=924 Win=31872 Len=0"
"39","1.236802","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","391","Application Data"
"40","1.246294","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=3757 Ack=1261 Win=33152 Len=0"
"41","1.771510","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=3757 Ack=1261 Win=33152 Len=1460 [TCP segment of a reassembled PDU]"
"42","1.771510","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=5217 Ack=1261 Win=33152 Len=1460 [TCP segment of a reassembled PDU]"
"43","1.771510","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=6677 Ack=1261 Win=33152 Len=1460 [TCP segment of a reassembled PDU]"
"44","1.771510","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","113","Application Data"
"45","1.771510","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","85","Application Data"
"46","1.771510","taurinus.sui-inter.net","192.168.1.107","TCP","85","[TCP Retransmission] 443  >  57174 [PSH, ACK] Seq=8196 Ack=1261 Win=33152 Len=31"
"47","1.771673","192.168.1.107","taurinus.sui-inter.net","TCP","66","57174  >  443 [ACK] Seq=1261 Ack=8227 Win=262656 Len=0 SLE=8196 SRE=8227"
"48","1.856051","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","228","Application Data"
"49","1.857429","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","161","Application Data"
"50","1.857732","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","145","Application Data"
"51","1.862067","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"52","1.862539","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=8227 Ack=1435 Win=34560 Len=0"
"53","1.862539","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=8227 Ack=1542 Win=34560 Len=0"
"54","1.865879","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"55","1.866143","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"56","1.866438","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","143","Application Data"
"57","1.867925","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"58","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=8227 Ack=1633 Win=34560 Len=0"
"59","1.876558","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1335","Application Data"
"60","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=9508 Ack=1633 Win=34560 Len=1460 [TCP segment of a reassembled PDU]"
"61","1.876558","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","185","Application Data"
"62","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=11099 Ack=1633 Win=34560 Len=1460 [TCP segment of a reassembled PDU]"
"63","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=12559 Ack=1633 Win=34560 Len=1460 [TCP segment of a reassembled PDU]"
"64","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=14019 Ack=1633 Win=34560 Len=1460 [TCP segment of a reassembled PDU]"
"65","1.876558","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","134","Application Data"
"66","1.876558","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=1827 Win=34560 Len=0"
"67","1.876796","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=1862 Ack=15559 Win=262656 Len=0"
"68","1.909347","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","189","Application Data"
"69","1.909626","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","175","Application Data"
"70","1.909919","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","148","Application Data"
"71","1.910204","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","150","Application Data"
"72","1.910985","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","154","Application Data"
"73","1.911236","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=1862 Win=34560 Len=0"
"74","1.912694","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","153","Application Data"
"75","1.912973","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","150","Application Data"
"76","1.913879","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=1997 Win=35840 Len=0"
"77","1.913881","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","145","Application Data"
"78","1.913879","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=2118 Win=35840 Len=0"
"79","1.915716","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","145","Application Data"
"80","1.916308","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=2212 Win=35840 Len=0"
"81","1.916308","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=2308 Win=35840 Len=0"
"82","1.916308","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=15559 Ack=2408 Win=35840 Len=0"
"83","1.917725","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=15559 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"84","1.917806","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=2785 Ack=17019 Win=262656 Len=0"
"85","1.918307","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"86","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=17019 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"87","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=18479 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"88","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=19939 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"89","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=21399 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"90","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=22859 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"91","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=24319 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"92","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=25779 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"93","1.919332","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=27239 Ack=2603 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"94","1.919460","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=2820 Ack=28699 Win=262656 Len=0"
"95","1.919694","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=28699 Ack=2785 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"96","1.919742","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=2820 Ack=30159 Win=262656 Len=0"
"97","1.920454","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"98","1.920933","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"99","1.922967","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"100","1.923467","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=30159 Ack=2785 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"101","1.923513","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=2925 Ack=31619 Win=262656 Len=0"
"102","1.923617","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"103","1.923828","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"104","1.923828","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=33079 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"105","1.923884","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=2960 Ack=34539 Win=262656 Len=0"
"106","1.923967","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"107","1.924293","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"108","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=34539 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"109","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=35999 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"110","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=37459 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"111","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=38919 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"112","1.926508","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"113","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=41839 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"114","1.926508","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=43299 Ack=2820 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"115","1.926635","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3030 Ack=44759 Win=262656 Len=0"
"116","1.928122","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=44759 Ack=2890 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"117","1.928122","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=46219 Ack=2890 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"118","1.928205","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3030 Ack=47679 Win=262656 Len=0"
"119","1.929404","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"120","1.929404","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=49139 Ack=2960 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"121","1.929404","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=50599 Ack=2960 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"122","1.929404","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=52059 Ack=3030 Win=35840 Len=0"
"123","1.929526","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3030 Ack=52059 Win=262656 Len=0"
"124","1.935547","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"125","1.936246","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=52059 Ack=3030 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"126","1.936246","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=53519 Ack=3030 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"127","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"128","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"129","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"130","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"131","1.936246","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=60819 Ack=3030 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"132","1.936246","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=62279 Ack=3030 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"133","1.936246","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=63739 Ack=3030 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"134","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"135","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"136","1.936246","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","338","Application Data"
"137","1.936453","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"138","1.936494","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3100 Ack=63739 Win=262656 Len=0"
"139","1.936660","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3100 Ack=68403 Win=262656 Len=0"
"140","1.950288","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=68403 Ack=3100 Win=35840 Len=0"
"141","2.096008","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","184","Application Data"
"142","2.096700","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","145","Application Data"
"143","2.097014","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","149","Application Data"
"144","2.097261","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","146","Application Data"
"145","2.098077","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","152","Application Data"
"146","2.101432","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=68403 Ack=3321 Win=37120 Len=0"
"147","2.102099","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=68403 Ack=3508 Win=37120 Len=0"
"148","2.102976","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","519","Application Data"
"149","2.102976","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","696","Application Data"
"150","2.103130","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3606 Ack=69510 Win=261632 Len=0"
"151","2.104153","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","574","Application Data"
"152","2.105007","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=70030 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"153","2.105007","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=71490 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"154","2.105007","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=72950 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"155","2.105007","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=74410 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"156","2.105007","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=75870 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"157","2.105115","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3606 Ack=77330 Win=262656 Len=0"
"158","2.105990","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=77330 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"159","2.105990","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=78790 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"160","2.105990","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=80250 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"161","2.105990","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=81710 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"162","2.105990","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=83170 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"163","2.106087","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3606 Ack=84630 Win=262656 Len=0"
"164","2.107953","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=84630 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"165","2.107953","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"166","2.108034","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3606 Ack=87550 Win=262656 Len=0"
"167","2.110365","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","145","Application Data"
"168","2.110476","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=87550 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"169","2.110476","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=89010 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"170","2.110476","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=90470 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"171","2.110543","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=3697 Ack=91930 Win=262656 Len=0"
"172","2.110680","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"173","2.110923","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","253","Application Data"
"174","2.112718","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","147","Application Data"
"175","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=91930 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"176","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=93390 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"177","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=94850 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"178","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=96310 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"179","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=97770 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"180","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=99230 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"181","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=100690 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"182","2.112931","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data, Application Data"
"183","2.112931","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=103610 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"184","2.113091","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4024 Ack=105070 Win=262656 Len=0"
"185","2.113191","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","189","Application Data"
"186","2.113222","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=105070 Ack=3606 Win=37120 Len=1460 [TCP segment of a reassembled PDU]"
"187","2.113272","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=106530 Win=262656 Len=0"
"188","2.115466","taurinus.sui-inter.net","192.168.1.107","TCP","60","443  >  57174 [ACK] Seq=106530 Ack=3931 Win=38528 Len=0"
"189","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=106530 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"190","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=107990 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"191","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=109450 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"192","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=110910 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"193","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=112370 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"194","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=113830 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"195","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=115290 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"196","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=116750 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"197","2.120148","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"198","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=119670 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"199","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=121130 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"200","2.120148","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=122590 Ack=4024 Win=38528 Len=1460 [TCP segment of a reassembled PDU]"
"201","2.120308","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=124050 Win=262656 Len=0"
